City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Weather,Rain(Inches),Snow(Inches),Wind Speed
239,Faya,SA,2020-07-13 02:54:11,18.39,42.45,71.6,30,20,few clouds,0.0,0,5.82
240,San Andres,CO,2020-07-13 02:54:12,12.58,-81.7,82.4,78,20,few clouds,0.0,0,16.11
241,Sovetskaya,RU,2020-07-13 02:54:12,44.78,41.17,71.01,6,100,overcast clouds,0.0,0,8.01
242,Aberdeen,GB,2020-07-13 02:54:12,57.14,-2.1,55.4,93,99,light rain,0.0,0,6.93
243,Cidreira,BR,2020-07-13 02:54:12,-30.18,-50.21,54.0,90,15,few clouds,0.0,0,8.01
244,East London,ZA,2020-07-13 02:54:12,-33.02,27.91,64.15,28,0,clear sky,0.0,0,6.33
245,Tambilil,PH,2020-07-13 02:54:12,5.96,124.67,87.8,62,20,few clouds,0.0,0,6.93
246,Sale,MA,2020-07-13 02:54:12,34.04,-6.82,72.0,83,75,broken clouds,0.0,0,9.17
247,Piranhas,BR,2020-07-13 02:54:12,-16.43,-51.82,71.26,65,22,few clouds,0.0,0,0.67
248,Carquefou,FR,2020-07-13 02:54:12,47.3,-1.49,59.0,67,0,clear sky,0.0,0,5.82
249,Muzhi,RU,2020-07-13 02:54:13,65.37,64.67,61.2,75,43,scattered clouds,0.0,0,18.37
250,Matay,EG,2020-07-13 02:54:13,28.42,30.78,69.35,85,0,clear sky,0.0,0,11.63
251,Yining,CN,2020-07-13 02:54:13,29.04,114.56,90.75,60,99,light rain,0.16,0,5.17
252,Praia Da Vitoria,PT,2020-07-13 02:54:13,38.73,-27.07,66.2,93,10,clear sky,0.0,0,8.61
253,Saldanha,ZA,2020-07-13 02:54:13,-33.01,17.94,57.2,76,72,light rain,0.3,0,13.87
254,Ouadda,CF,2020-07-13 02:54:13,8.08,22.4,66.67,95,99,light rain,0.42,0,1.59
255,Sao Francisco,BR,2020-07-13 02:54:14,-15.95,-44.86,63.5,51,1,clear sky,0.0,0,2.77
256,Biltine,TD,2020-07-13 02:54:14,14.53,20.92,85.39,47,65,broken clouds,0.0,0,9.86
257,Saint George,US,2020-07-13 02:52:57,37.1,-113.58,107.6,10,1,clear sky,0.0,0,17.22
258,Salamiyah,SY,2020-07-13 02:54:14,35.01,37.05,68.86,82,0,clear sky,0.0,0,9.84
259,Ust-Ilimsk,RU,2020-07-13 02:54:14,58.0,102.66,75.79,38,7,clear sky,0.0,0,4.61
260,Fallon,US,2020-07-13 02:54:14,39.47,-118.78,96.8,8,1,clear sky,0.0,0,18.34
261,Qaanaaq,GL,2020-07-13 02:54:14,77.48,-69.36,42.62,69,98,overcast clouds,0.0,0,1.5
262,Margate,GB,2020-07-13 02:54:14,51.38,1.39,60.01,49,56,broken clouds,0.0,0,3.38
263,Tirat Karmel,IL,2020-07-13 02:54:14,32.76,34.97,79.0,83,9,clear sky,0.0,0,1.99
264,Ust-Ishim,RU,2020-07-13 02:54:15,57.69,71.17,71.02,64,43,scattered clouds,0.0,0,6.42
265,Novoseleznevo,RU,2020-07-13 02:54:15,55.68,69.21,71.67,68,6,clear sky,0.0,0,7.02
266,Dolores,AR,2020-07-13 02:54:15,-36.31,-57.68,38.44,72,6,clear sky,0.0,0,9.89
267,Leningradskiy,RU,2020-07-13 02:54:15,69.38,178.42,43.2,69,73,broken clouds,0.0,0,10.18
268,Comodoro Rivadavia,AR,2020-07-13 02:50:49,-45.87,-67.5,39.2,64,1,clear sky,0.0,0,10.29
269,Jacqueville,CI,2020-07-13 02:54:15,5.21,-4.41,75.2,94,20,few clouds,0.0,0,3.36
270,Raposa,BR,2020-07-13 02:54:15,-6.52,-44.18,73.09,63,43,scattered clouds,0.0,0,4.03
271,Makakilo City,US,2020-07-13 02:53:38,21.35,-158.09,86.0,51,40,scattered clouds,0.0,0,9.17
272,Bani Walid,LY,2020-07-13 02:54:15,31.76,13.99,66.69,79,0,clear sky,0.0,0,3.15
273,Henties Bay,NA,2020-07-13 02:54:15,-22.12,14.28,52.0,95,0,clear sky,0.0,0,1.01
274,Husavik,IS,2020-07-13 02:54:15,66.04,-17.34,50.0,93,40,light intensity drizzle,0.0,0,4.56
275,Tsiroanomandidy,MG,2020-07-13 02:54:16,-18.77,46.03,56.1,85,0,clear sky,0.0,0,2.44
276,Palana,RU,2020-07-13 02:54:16,59.12,159.97,57.0,87,81,broken clouds,0.0,0,6.58
277,Yarega,RU,2020-07-13 02:54:16,63.44,53.58,56.98,80,97,overcast clouds,0.0,0,8.25
278,Felipe Carrillo Puerto,MX,2020-07-13 02:54:16,19.58,-88.05,75.34,92,1,clear sky,0.0,0,2.86
279,Paka,MY,2020-07-13 02:54:16,4.64,103.44,77.0,94,40,light rain,0.0,0,2.24
280,Norman Wells,CA,2020-07-13 02:54:16,65.28,-126.83,68.0,60,75,broken clouds,0.0,0,5.82
281,Cherskiy,RU,2020-07-13 02:54:16,68.75,161.3,56.53,82,100,overcast clouds,0.0,0,2.46
282,Sitka,US,2020-07-13 02:54:16,57.05,-135.33,57.2,82,90,overcast clouds,0.0,0,3.36
283,Kavieng,PG,2020-07-13 02:54:16,-2.57,150.8,84.34,66,68,broken clouds,0.0,0,3.8
284,Garowe,SO,2020-07-13 02:54:16,8.41,48.48,76.77,68,75,broken clouds,0.0,0,26.11
285,Whitehorse,CA,2020-07-13 02:50:44,60.72,-135.05,68.0,32,75,shower rain,0.0,0,11.41
286,Baijiantan,CN,2020-07-13 02:54:17,45.63,85.18,81.88,25,0,clear sky,0.0,0,8.68
287,Barranca,PE,2020-07-13 02:54:17,-10.75,-77.77,59.29,90,6,clear sky,0.0,0,5.21
288,Krasnoselkup,RU,2020-07-13 02:54:17,65.7,82.47,63.3,56,100,overcast clouds,0.0,0,12.37
289,Sidney,AU,2020-07-13 02:53:11,-33.87,151.21,63.0,67,20,few clouds,0.0,0,5.82
290,Itaituba,BR,2020-07-13 02:54:17,-4.28,-55.98,74.08,85,2,clear sky,0.0,0,1.14
291,Arinos,BR,2020-07-13 02:54:17,-15.92,-46.11,61.7,52,19,few clouds,0.0,0,0.25
292,Marsh Harbour,BS,2020-07-13 02:54:17,26.54,-77.06,83.23,76,99,overcast clouds,0.0,0,16.8
293,Aginskoye,RU,2020-07-13 02:54:17,51.1,114.53,74.64,62,72,broken clouds,0.0,0,4.34
294,Fare,PF,2020-07-13 02:54:17,-16.7,-151.02,79.38,75,100,overcast clouds,0.0,0,15.05
295,Tuktoyaktuk,CA,2020-07-13 02:54:17,69.45,-133.04,59.0,62,75,broken clouds,0.0,0,13.87
296,Yerbogachen,RU,2020-07-13 02:54:18,61.28,108.01,73.0,51,5,clear sky,0.0,0,5.75
297,Skovorodino,RU,2020-07-13 02:54:18,53.98,123.92,97.11,28,51,broken clouds,0.0,0,2.53
298,Praia,CV,2020-07-13 02:54:18,14.92,-23.51,75.2,79,98,overcast clouds,0.0,0,4.9
299,Dalvik,IS,2020-07-13 02:54:18,65.97,-18.53,50.0,93,40,light intensity drizzle,0.0,0,3.74
300,Vatne,NO,2020-07-13 02:54:18,62.57,6.65,50.0,87,45,scattered clouds,0.0,0,5.82
301,Prieska,ZA,2020-07-13 02:54:18,-29.66,22.75,47.86,43,0,clear sky,0.0,0,13.0
302,Uchiza,PE,2020-07-13 02:54:18,-8.46,-76.46,70.65,82,63,light rain,0.14,0,1.63
303,Upata,VE,2020-07-13 02:54:18,8.01,-62.4,70.92,97,93,overcast clouds,0.0,0,3.29
304,Ahipara,NZ,2020-07-13 02:54:18,-35.17,173.17,60.64,80,51,light rain,0.13,0,11.27
305,Puerto Escondido,MX,2020-07-13 02:54:18,15.85,-97.07,80.24,78,88,overcast clouds,0.0,0,4.0
306,Tagusao,PH,2020-07-13 02:54:18,9.19,117.81,85.82,67,40,scattered clouds,0.0,0,3.11
307,Avarua,CK,2020-07-13 02:54:19,-21.21,-159.78,68.0,94,100,moderate rain,0.0,0,8.05
308,Rocha,UY,2020-07-13 02:54:19,-34.48,-54.33,42.39,65,31,scattered clouds,0.0,0,9.98
309,Isangel,VU,2020-07-13 02:54:19,-19.55,169.27,76.28,68,14,few clouds,0.0,0,12.03
310,Shelburne,CA,2020-07-13 02:54:19,44.08,-80.2,64.4,88,75,broken clouds,0.0,0,3.36
311,Gadsden,US,2020-07-13 02:54:19,34.01,-86.01,69.8,100,1,clear sky,0.0,0,4.12
312,Urusha,RU,2020-07-13 02:54:19,54.05,122.9,92.34,30,47,scattered clouds,0.0,0,4.18
313,Ikeda,JP,2020-07-13 02:54:19,34.82,135.43,68.0,94,75,light rain,0.0,0,4.7
314,Saquarema,BR,2020-07-13 02:54:19,-22.92,-42.51,75.2,73,88,overcast clouds,0.0,0,6.93
315,Viedma,AR,2020-07-13 02:51:22,-40.81,-63.0,40.41,66,1,clear sky,0.0,0,13.18
316,Innisfail,AU,2020-07-13 02:54:19,-17.53,146.03,73.29,49,30,scattered clouds,0.0,0,9.4
317,Lompoc,US,2020-07-13 02:54:19,34.64,-120.46,64.0,77,0,clear sky,0.0,0,12.75
318,Itarema,BR,2020-07-13 02:54:20,-2.92,-39.92,77.05,82,19,few clouds,0.0,0,13.85
319,Camopi,GF,2020-07-13 02:54:20,3.17,-52.32,71.19,97,13,few clouds,0.0,0,1.52
320,Pevek,RU,2020-07-13 02:54:20,69.7,170.31,50.94,64,50,scattered clouds,0.0,0,8.16
321,Teguldet,RU,2020-07-13 02:54:20,57.31,88.17,73.51,55,0,clear sky,0.0,0,5.19
322,Lebanon,US,2020-07-13 02:54:20,36.21,-86.29,73.4,94,1,clear sky,0.0,0,1.99
323,Tautira,PF,2020-07-13 02:54:20,-17.73,-149.15,80.6,61,75,broken clouds,0.0,0,8.05
324,Lazaro Cardenas,MX,2020-07-13 02:54:20,17.96,-102.2,80.42,82,100,overcast clouds,0.0,0,1.77
325,Kiunga,PG,2020-07-13 02:54:20,-6.12,141.29,78.67,95,89,moderate rain,1.95,0,3.4
326,Nizhniy Tsasuchey,RU,2020-07-13 02:54:20,50.52,115.13,77.79,57,65,broken clouds,0.0,0,8.14
327,College,US,2020-07-13 02:54:21,64.86,-147.8,71.6,28,90,overcast clouds,0.0,0,8.05
328,Shakiso,ET,2020-07-13 02:54:21,5.75,38.92,56.66,91,96,overcast clouds,0.0,0,1.83
329,Saint-Georges,GD,2020-07-13 02:54:21,12.06,-61.75,77.0,100,75,light rain,0.0,0,12.86
330,Laguna,US,2020-07-13 02:54:21,38.42,-121.42,93.99,29,0,clear sky,0.0,0,3.0
331,Linqing,CN,2020-07-13 02:54:21,36.85,115.71,83.03,50,0,clear sky,0.0,0,7.94
332,Sao Miguel Do Araguaia,BR,2020-07-13 02:54:21,-13.28,-50.16,71.91,54,9,clear sky,0.0,0,2.46
333,Jesup,US,2020-07-13 02:54:21,31.61,-81.89,82.4,61,1,clear sky,0.0,0,3.4
334,San Patricio,MX,2020-07-13 02:54:21,19.22,-104.7,80.6,83,75,broken clouds,0.0,0,13.87
335,Parabel,RU,2020-07-13 02:54:21,58.7,81.48,62.49,89,97,overcast clouds,0.0,0,8.39
336,Jiuquan,CN,2020-07-13 02:54:21,39.74,98.52,88.5,19,100,overcast clouds,0.0,0,11.23
337,Loandjili,CG,2020-07-13 02:54:21,-4.76,11.86,71.65,84,100,overcast clouds,0.0,0,7.38
338,Placido De Castro,BR,2020-07-13 02:54:22,-10.34,-67.19,74.88,78,0,clear sky,0.0,0,2.26
339,Fuerte Olimpo,PY,2020-07-13 02:54:22,-21.04,-57.87,80.11,56,88,overcast clouds,0.0,0,6.22
340,Balaguer,ES,2020-07-13 02:54:22,41.79,0.81,73.99,94,54,broken clouds,0.0,0,1.12
341,Floro,NO,2020-07-13 02:54:22,61.6,5.03,53.6,81,68,broken clouds,0.0,0,9.17
342,Miraflores,MX,2020-07-13 02:54:22,19.22,-98.81,60.8,77,90,overcast clouds,0.0,0,11.41
343,Souillac,MU,2020-07-13 02:54:22,-20.52,57.52,71.6,78,75,shower rain,0.0,0,18.34
344,Bougouni,ML,2020-07-13 02:54:22,11.42,-7.48,73.85,87,16,few clouds,0.0,0,4.43
345,La Palma,US,2020-07-13 02:53:07,33.85,-118.05,84.99,47,1,clear sky,0.0,0,13.87
346,Atbasar,KZ,2020-07-13 02:54:22,51.8,68.33,70.29,61,0,clear sky,0.0,0,6.8
347,Bilibino,RU,2020-07-13 02:54:22,68.05,166.44,60.4,80,100,light rain,0.53,0,1.43
348,Serenje,ZM,2020-07-13 02:54:23,-13.23,30.24,53.51,69,0,clear sky,0.0,0,10.54
349,Bengkulu,ID,2020-07-13 02:52:12,-3.8,102.27,82.45,72,79,broken clouds,0.0,0,0.96
350,Tuatapere,NZ,2020-07-13 02:54:23,-46.13,167.68,47.39,67,46,scattered clouds,0.0,0,3.53
351,Vardo,NO,2020-07-13 02:54:23,70.37,31.11,48.2,76,75,broken clouds,0.0,0,2.24
352,Hofn,IS,2020-07-13 02:54:23,64.25,-15.21,51.87,86,100,light rain,0.19,0,9.42
353,Sao Joao Da Barra,BR,2020-07-13 02:54:23,-21.64,-41.05,70.27,79,2,clear sky,0.0,0,10.94
354,Los Palacios,CU,2020-07-13 02:54:23,22.59,-83.25,77.0,85,94,overcast clouds,0.0,0,2.62
355,Nakhon Phanom,TH,2020-07-13 02:54:23,17.41,104.78,82.4,88,75,broken clouds,0.0,0,5.82
356,Melfi,IT,2020-07-13 02:54:23,41.0,15.65,69.8,68,5,clear sky,0.0,0,12.75
357,Nara,JP,2020-07-13 02:54:23,34.69,135.8,70.0,88,75,light rain,0.0,0,2.24
358,Kloulklubed,PW,2020-07-13 02:54:24,7.04,134.26,80.6,83,90,overcast clouds,0.0,0,5.82
359,Avera,US,2020-07-13 02:54:24,33.19,-82.53,82.4,74,1,clear sky,0.0,0,3.36
360,Coquimbo,CL,2020-07-13 02:54:24,-29.95,-71.34,53.6,87,51,broken clouds,0.0,0,4.7
361,Manokwari,ID,2020-07-13 02:54:24,-0.87,134.08,83.7,66,77,light rain,0.15,0,5.12
362,Hambantota,LK,2020-07-13 02:54:24,6.12,81.12,80.6,94,75,broken clouds,0.0,0,4.7
363,Bagdarin,RU,2020-07-13 02:54:24,54.43,113.6,74.57,52,47,scattered clouds,0.0,0,6.8
364,Fiumicino,IT,2020-07-13 02:54:24,41.77,12.23,73.99,53,69,broken clouds,0.0,0,8.05
365,Zhanaozen,KZ,2020-07-13 02:54:24,43.3,52.8,82.44,28,34,scattered clouds,0.0,0,3.89
366,San Antero,CO,2020-07-13 02:54:24,9.37,-75.76,79.03,84,100,overcast clouds,0.0,0,6.31
367,Garissa,KE,2020-07-13 02:54:06,-0.45,39.64,72.72,76,80,broken clouds,0.0,0,14.12
368,Lieksa,FI,2020-07-13 02:54:24,63.32,30.02,55.87,74,94,overcast clouds,0.0,0,5.32
369,Saurimo,AO,2020-07-13 02:54:25,-9.66,20.39,64.76,36,0,clear sky,0.0,0,9.04
370,Dali,CN,2020-07-13 02:54:25,25.7,100.18,64.9,89,100,moderate rain,2.36,0,1.34
371,Sumenep,ID,2020-07-13 02:54:25,-7.02,113.87,85.19,61,98,overcast clouds,0.0,0,11.63
372,Kataysk,RU,2020-07-13 02:54:25,56.29,62.58,70.18,69,0,clear sky,0.0,0,4.09
373,Te Anau,NZ,2020-07-13 02:54:25,-45.42,167.72,42.87,75,3,clear sky,0.0,0,0.25
374,Bereda,ES,2020-07-13 02:54:25,43.27,-7.54,61.0,81,21,few clouds,0.0,0,11.01
375,Pano Aqil,PK,2020-07-13 02:54:25,27.86,69.11,89.38,59,0,clear sky,0.0,0,13.06
376,Coihaique,CL,2020-07-13 02:54:25,-45.58,-72.07,32.0,95,20,few clouds,0.0,0,4.7
377,San Carlos De Bariloche,AR,2020-07-13 02:54:25,-41.15,-71.31,28.4,63,41,scattered clouds,0.0,0,4.7
378,Palmer,US,2020-07-13 02:50:04,42.16,-72.33,75.99,78,75,broken clouds,0.0,0,2.37
379,Beauchamps,FR,2020-07-13 02:54:26,50.01,1.52,46.99,82,45,scattered clouds,0.0,0,3.02
380,Mazara Del Vallo,IT,2020-07-13 02:54:26,37.66,12.59,73.0,83,0,clear sky,0.0,0,5.82
381,Zamora,EC,2020-07-13 02:54:26,-4.07,-78.96,66.38,73,56,broken clouds,0.0,0,0.58
382,Huarmey,PE,2020-07-13 02:54:26,-10.07,-78.15,62.01,83,16,few clouds,0.0,0,6.06
383,Abu Dhabi,AE,2020-07-13 02:52:34,24.47,54.37,96.8,44,15,few clouds,0.0,0,5.82
384,Wanning,CN,2020-07-13 02:54:26,18.8,110.4,88.45,67,11,few clouds,0.0,0,11.32
385,Fort Nelson,CA,2020-07-13 02:54:26,58.81,-122.7,68.0,45,75,broken clouds,0.0,0,8.05
386,Vodnyy,RU,2020-07-13 02:54:26,63.5,53.41,57.85,78,98,overcast clouds,0.0,0,8.01
387,Cabedelo,BR,2020-07-13 02:54:26,-6.98,-34.83,75.33,78,0,clear sky,0.0,0,11.01
388,Inta,RU,2020-07-13 02:54:27,66.03,60.17,50.94,88,100,overcast clouds,0.0,0,18.07
389,Krasnaya Gorka,RU,2020-07-13 02:54:27,55.2,56.67,68.22,77,0,clear sky,0.0,0,1.61
390,Korsakov,RU,2020-07-13 02:54:27,46.63,142.78,60.8,82,75,broken clouds,0.0,0,11.18
391,Airai,TL,2020-07-13 02:54:27,-8.93,125.41,69.96,67,100,overcast clouds,0.0,0,6.17
392,Stornoway,GB,2020-07-13 02:54:27,58.21,-6.39,55.4,93,92,overcast clouds,0.0,0,13.87
393,Nome,US,2020-07-13 02:54:27,64.5,-165.41,70.0,55,1,clear sky,0.0,0,20.8
394,Port Blair,IN,2020-07-13 02:50:43,11.67,92.75,84.24,75,100,overcast clouds,0.0,0,14.14
395,Birin,NP,2020-07-13 02:54:27,26.89,88.07,78.8,94,90,overcast clouds,0.0,0,3.36
396,Severnoye,RU,2020-07-13 02:54:27,56.35,78.36,63.73,75,30,scattered clouds,0.0,0,9.95
397,Mabaruma,GY,2020-07-13 02:54:27,8.2,-59.78,74.21,98,27,scattered clouds,0.0,0,2.04
398,Shingu,JP,2020-07-13 02:54:27,33.73,135.98,75.2,78,75,broken clouds,0.0,0,2.24
399,Menongue,AO,2020-07-13 02:54:27,-14.66,17.69,46.04,53,0,clear sky,0.0,0,4.88
400,Yashkul,RU,2020-07-13 02:54:28,46.17,45.34,83.64,38,100,overcast clouds,0.0,0,9.28
401,Sur,OM,2020-07-13 02:54:28,22.57,59.53,87.04,64,41,scattered clouds,0.0,0,7.87
402,Gambela,ET,2020-07-13 02:54:28,8.25,34.58,69.06,89,99,overcast clouds,0.0,0,1.32
403,Jining,CN,2020-07-13 02:54:28,35.41,116.58,76.55,71,91,overcast clouds,0.0,0,9.78
404,Victoria,HK,2020-07-13 02:54:13,22.29,114.16,90.0,66,9,clear sky,0.0,0,8.01
405,Naze,JP,2020-07-13 02:54:28,28.37,129.48,87.8,79,75,broken clouds,0.0,0,10.29
406,Muravlenko,RU,2020-07-13 02:54:28,63.79,74.52,64.4,71,77,light rain,0.16,0,19.75
407,Stromness,GB,2020-07-13 02:54:28,58.97,-3.3,54.0,98,100,overcast clouds,0.0,0,8.01
408,Annau,TM,2020-07-13 02:54:28,37.89,58.52,84.2,42,75,broken clouds,0.0,0,9.17
409,Channel-Port Aux Basques,CA,2020-07-13 02:54:28,47.57,-59.14,62.35,95,85,overcast clouds,0.0,0,13.6
410,Caucaia,BR,2020-07-13 02:54:29,-3.74,-38.65,79.0,78,20,few clouds,0.0,0,10.29
411,Oussouye,SN,2020-07-13 02:54:29,12.48,-16.55,77.0,100,75,broken clouds,0.0,0,2.24
412,Kindu,CD,2020-07-13 02:54:29,-2.95,25.95,70.68,94,81,broken clouds,0.0,0,2.42
413,Anadyr,RU,2020-07-13 02:54:29,64.75,177.48,53.6,87,40,scattered clouds,0.0,0,11.18
414,Cap Malheureux,MU,2020-07-13 02:54:29,-19.98,57.61,70.0,80,1,light rain,0.3,0,7.0
415,Maumere,ID,2020-07-13 02:54:29,-8.62,122.21,83.79,59,97,overcast clouds,0.0,0,4.79
416,Bure,ET,2020-07-13 02:54:29,10.7,37.07,55.69,97,100,moderate rain,2.94,0,6.4
417,Alofi,NU,2020-07-13 02:54:29,-19.06,-169.92,75.2,78,29,light rain,0.28,0,21.92
418,Caconda,AO,2020-07-13 02:54:29,-13.73,15.07,48.04,52,0,clear sky,0.0,0,2.64
419,Ulladulla,AU,2020-07-13 02:54:29,-35.35,150.47,59.0,67,75,broken clouds,0.0,0,5.82
420,Rudnyy,KZ,2020-07-13 02:54:30,52.96,63.12,71.6,60,0,clear sky,0.0,0,4.47
421,Mogadishu,SO,2020-07-13 02:54:30,2.04,45.34,77.43,85,58,light rain,0.25,0,17.05
422,Ushtobe,KZ,2020-07-13 02:54:30,45.25,77.98,80.56,26,0,clear sky,0.0,0,10.49
423,Mahon,ES,2020-07-13 02:54:30,39.89,4.27,73.4,69,78,broken clouds,0.0,0,8.05
424,Los Llanos De Aridane,ES,2020-07-13 02:54:30,28.66,-17.92,72.0,77,75,broken clouds,0.0,0,11.41
425,Putyatino,RU,2020-07-13 02:54:30,54.16,41.12,63.72,85,0,clear sky,0.0,0,4.92
426,Jos,NG,2020-07-13 02:54:30,9.92,8.9,63.57,98,87,light rain,0.27,0,3.94
427,Labuan,MY,2020-07-13 02:54:30,5.28,115.24,86.0,79,20,few clouds,0.0,0,4.7
428,Mayumba,GA,2020-07-13 02:54:30,-3.43,10.66,71.26,90,100,overcast clouds,0.0,0,5.21
429,Urubicha,BO,2020-07-13 02:54:30,-15.38,-62.95,72.68,70,76,broken clouds,0.0,0,2.1
430,Tebingtinggi,ID,2020-07-13 02:54:30,3.33,99.16,74.35,95,100,light rain,0.34,0,3.83
431,Homer,US,2020-07-13 02:54:31,59.64,-151.55,59.0,58,75,broken clouds,0.0,0,14.99
432,Palmerston,AU,2020-07-13 02:54:31,-12.49,130.98,82.99,15,7,clear sky,0.0,0,13.87
433,Colac,AU,2020-07-13 02:54:31,-38.33,143.58,57.99,92,37,scattered clouds,0.0,0,4.0
434,Jipapad,PH,2020-07-13 02:54:31,12.29,125.24,90.01,56,100,light rain,0.31,0,3.18
435,Inuvik,CA,2020-07-13 02:54:31,68.35,-133.72,59.0,58,90,overcast clouds,0.0,0,5.91
436,Kruisfontein,ZA,2020-07-13 02:54:31,-34.0,24.73,52.27,41,0,clear sky,0.0,0,5.82
437,Thunder Bay,CA,2020-07-13 02:54:31,48.4,-89.32,66.2,77,20,few clouds,0.0,0,4.7
438,Mus,TR,2020-07-13 02:54:31,39.0,41.75,62.6,77,75,broken clouds,0.0,0,3.36
439,Villarrica,PY,2020-07-13 02:54:31,-25.75,-56.43,63.07,95,10,clear sky,0.0,0,4.05
440,Isabela,PH,2020-07-13 02:54:31,6.71,121.97,86.0,74,40,scattered clouds,0.0,0,4.7
441,Pirajui,BR,2020-07-13 02:51:30,-22.0,-49.46,71.01,61,0,clear sky,0.0,0,3.0
442,Tabou,CI,2020-07-13 02:54:32,4.42,-7.35,75.42,76,94,overcast clouds,0.0,0,4.94
443,Dunedin,NZ,2020-07-13 02:54:32,-45.87,170.5,48.99,64,9,clear sky,0.0,0,7.0
444,Seymchan,RU,2020-07-13 02:54:32,62.88,152.43,80.58,33,84,broken clouds,0.0,0,3.85
445,Mount Gambier,AU,2020-07-13 02:54:32,-37.83,140.77,57.2,82,40,scattered clouds,0.0,0,6.93
446,Marawi,PH,2020-07-13 02:54:32,8.0,124.29,84.0,77,95,light rain,0.45,0,5.99
447,Matara,LK,2020-07-13 02:54:32,5.95,80.54,82.54,79,100,overcast clouds,0.0,0,10.02
448,Rio Grande,BR,2020-07-13 02:54:32,-32.03,-52.1,46.99,90,95,overcast clouds,0.0,0,14.99
449,Ambulu,ID,2020-07-13 02:54:32,-8.35,113.61,82.72,67,96,overcast clouds,0.0,0,3.74
450,Bandrele,YT,2020-07-13 02:54:33,-12.91,45.19,77.0,78,75,broken clouds,0.0,0,19.46
451,Namatanai,PG,2020-07-13 02:54:33,-3.67,152.43,83.62,70,99,light rain,0.18,0,2.51
452,Digha,IN,2020-07-13 02:54:33,21.68,87.55,87.84,72,100,moderate rain,1.25,0,7.49
453,Robstown,US,2020-07-13 02:54:33,27.79,-97.67,82.99,88,75,broken clouds,0.0,0,9.17
454,Roald,NO,2020-07-13 02:54:33,62.58,6.13,50.0,87,51,broken clouds,0.0,0,5.82
455,Alta Floresta,BR,2020-07-13 02:54:33,-9.88,-56.09,71.49,59,6,clear sky,0.0,0,0.94
456,Odweyne,SO,2020-07-13 02:54:33,9.41,45.06,71.42,63,89,overcast clouds,0.0,0,21.52
457,Vityazevo,RU,2020-07-13 02:54:33,44.99,37.27,69.8,83,40,thunderstorm with light rain,0.0,0,4.47
458,Gamba,GA,2020-07-13 02:54:06,-2.65,10.0,71.26,91,100,overcast clouds,0.0,0,6.71
459,Oranjemund,NA,2020-07-13 02:54:33,-28.55,16.43,55.6,74,52,broken clouds,0.0,0,16.37
460,Vesoul,FR,2020-07-13 02:54:33,47.58,5.83,53.01,93,62,broken clouds,0.0,0,6.93
461,Bay Roberts,CA,2020-07-13 02:54:34,47.6,-53.26,60.01,1,100,overcast clouds,0.0,0,13.98
462,Chokwe,MZ,2020-07-13 02:53:47,-24.53,32.98,52.52,90,0,clear sky,0.0,0,4.16
463,Halifax,CA,2020-07-13 02:53:15,44.65,-63.57,66.0,81,0,clear sky,0.0,0,12.08
464,Koroni,GR,2020-07-13 02:54:34,36.8,21.95,77.0,82,20,few clouds,0.0,0,4.12
465,Japura,ID,2020-07-13 02:54:34,-0.32,102.35,76.98,91,100,overcast clouds,0.0,0,3.33
466,Henderson,US,2020-07-13 02:51:08,36.04,-114.98,109.99,8,1,clear sky,0.0,0,13.87
467,Bjornevatn,NO,2020-07-13 02:54:34,69.67,29.98,44.6,87,17,few clouds,0.0,0,3.36
468,Bilma,NE,2020-07-13 02:54:34,18.69,12.92,87.17,39,72,broken clouds,0.0,0,5.75
469,Kotelnich,RU,2020-07-13 02:54:34,58.31,48.35,65.14,94,4,clear sky,0.0,0,4.7
470,Corner Brook,CA,2020-07-13 02:51:31,48.97,-57.95,68.0,88,75,broken clouds,0.0,0,2.24
471,Demba,CD,2020-07-13 02:54:34,-5.51,22.27,65.8,94,11,few clouds,0.0,0,1.57
472,Marica,BR,2020-07-13 02:54:34,-22.92,-42.82,75.2,73,97,overcast clouds,0.0,0,6.93
473,Deputatskiy,RU,2020-07-13 02:54:35,69.3,139.9,74.16,41,82,broken clouds,0.0,0,7.29
474,Plattsburgh,US,2020-07-13 02:54:09,44.7,-73.45,68.0,88,1,clear sky,0.0,0,6.93
475,Perehonivka,UA,2020-07-13 02:54:35,48.54,30.52,57.2,84,100,overcast clouds,0.0,0,15.7
476,Cabano,PH,2020-07-13 02:54:35,10.59,122.7,85.05,72,58,broken clouds,0.0,0,7.78
477,Ban Nahin,LA,2020-07-13 02:54:35,18.24,104.21,84.27,79,38,moderate rain,2.31,0,2.66
478,Si Sa Ket,TH,2020-07-13 02:54:35,15.11,104.33,88.0,69,96,overcast clouds,0.0,0,7.61
479,Malibu,US,2020-07-13 02:54:35,34.01,-118.81,79.0,88,0,clear sky,0.0,0,5.01
480,Palauig,PH,2020-07-13 02:54:35,15.44,119.9,82.29,74,100,overcast clouds,0.0,0,1.12
481,Kralendijk,BQ,2020-07-13 02:54:35,12.15,-68.27,82.4,83,0,clear sky,0.0,0,11.41
482,Szczecinek,PL,2020-07-13 02:54:35,53.71,16.7,55.0,85,31,scattered clouds,0.0,0,5.01
483,Ratnagiri,IN,2020-07-13 02:54:36,16.98,73.3,82.36,77,70,light rain,0.95,0,5.39
